mart,cube,field_type,check,dataset_name,dim,attr_hier,lvl_memb,all_memb,param_name
STIBBI,StibbiDM,rows,lymphogranuloma,Client,PHS - Client,STIIS Client Number,STIIS Client Number,NA,NA
STIBBI,StibbiDM,rows,default,Client,PHS - Client,EMR Client ID,EMR Client ID,NA,NA
STIBBI,StibbiDM,filter_d,none,Client,PHS - Disease,PHS Disease,PHS Disease,NA,disease
STIBBI,StibbiDM,filter_d,none,Client,PHS - Geo - Surveillance Region,PHS Surveillance Region HA,PHS Surveillance Region HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,Client,PHS - Date - Surveillance,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,PHS Body Site,Measures,PHS Disease Event Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,PHS - IDs,Disease Event ID,Disease Event ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,PHS - Client,Client ID,Client ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,PHS - Body Site and Drug Resistance,Body Site Affected,Body Site Affected,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,PHS - Body Site and Drug Resistance,Sensitivity Interpretation,Sensitivity Interpretation,NA,NA
STIBBI,StibbiDM,rows,default,PHS Body Site,PHS - Body Site and Drug Resistance,Antimicrobial Drug,Antimicrobial Drug,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS Body Site,PHS - IDs,Disease Event ID,Investigation ID,NA,NA
STIBBI,StibbiDM,filter_d,none,PHS Body Site,PHS - Disease,PHS Disease,PHS Disease,NA,disease
STIBBI,StibbiDM,filter_d,none,PHS Body Site,PHS - Geo - Surveillance Region,PHS Surveillance Region HA,PHS Surveillance Region HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,PHS Body Site,PHS - Date - Surveillance,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,PHS Client Risk Factor,Measures,PHS Disease Event Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - IDs,Disease Event ID,Disease Event ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Client,Client ID,Client ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Client Risk Factor,Client Risk Factor,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Client Risk Factor Response,Client Risk Factor Response,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Client Risk Factor Specify,NA,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Client Risk Factor End Reason,Client Risk Factor End Reason,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Date - Client Risk Factor Start,Date - Client Risk Factor Start,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Date - Client Risk Factor End,Date - Client Risk Factor End,NA,NA
STIBBI,StibbiDM,rows,default,PHS Client Risk Factor,PHS - Risk Factor - Client,Date - Client Risk Factor Reported,Date - Client Risk Factor Reported,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS Client Risk Factor,PHS - IDs,Disease Event ID,Investigation ID,NA,NA
STIBBI,StibbiDM,filter_d,none,PHS Client Risk Factor,PHS - Disease,PHS Disease,PHS Disease,NA,disease
STIBBI,StibbiDM,filter_d,none,PHS Client Risk Factor,PHS - Geo - Surveillance Region,PHS Surveillance Region HA,PHS Surveillance Region HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,PHS Client Risk Factor,PHS - Date - Surveillance,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,PHS Investigation Risk Factor,Measures,PHS Disease Event Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - IDs,Disease Event ID,Disease Event ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Client,Client ID,Client ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Investigation Risk Factor,Investigation Risk Factor,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Investigation Risk Factor Response,Investigation Risk Factor Response,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Investigation Risk Factor Specify,Investigation Risk Factor Specify,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Investigation Risk Factor End Reason,Investigation Risk Factor End Reason,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Date - Investigation Risk Factor Start,Date - Investigation Risk Factor Start,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Date - Investigation Risk Factor End,Date - Investigation Risk Factor End,NA,NA
STIBBI,StibbiDM,rows,default,PHS Investigation Risk Factor,PHS - Risk Factor - Investigation,Date - Investigation Risk Factor Reported,Date - Investigation Risk Factor Reported,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS Investigation Risk Factor,PHS - IDs,Disease Event ID,Investigation ID,NA,NA
STIBBI,StibbiDM,filter_d,none,PHS Investigation Risk Factor,PHS - Disease,PHS Disease,PHS Disease,NA,disease
STIBBI,StibbiDM,filter_d,none,PHS Investigation Risk Factor,PHS - Geo - Surveillance Region,PHS Surveillance Region HA,PHS Surveillance Region HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,PHS Investigation Risk Factor,PHS - Date - Surveillance,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,PHS UDF Long,Measures,PHS Disease Event Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,PHS UDF Long,PHS - IDs,Disease Event ID,Disease Event ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS UDF Long,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,PHS UDF Long,PHS - Client,Client ID,Client ID,NA,NA
STIBBI,StibbiDM,rows,default,PHS UDF Long,PHS - UDF - All,UDF All Key,UDF All Key,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - IDs,Disease Event ID,Investigation ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Section Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Question Keyword Common,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Answer Value,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Answer Row ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Section Sort ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,Question Sort ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,UDF Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,PHS UDF Long,PHS - UDF - All,UDF All Key,UDF Template Version,NA,NA
STIBBI,StibbiDM,filter_d,none,PHS UDF Long,PHS - Disease,PHS Disease,PHS Disease,NA,disease
STIBBI,StibbiDM,filter_d,none,PHS UDF Long,PHS - Geo - Surveillance Region,PHS Surveillance Region HA,PHS Surveillance Region HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,PHS UDF Long,PHS - Date - Surveillance,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,LIS Tests,Measures,LIS Test Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - IDs,Test ID,Test ID,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Patient,Patient Key,Patient Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Infection Group,Infection Group,Infection Group,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Date - Collection,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Date - Receive,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Date - Result,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Age at Collection,Age Years,Age Years,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Age at Collection,Age Group 09,Age Group 09,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Age at Collection,Age Group 10,Age Group 10,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Age at Collection,Age Group 24,Age Group 24,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Test,Tests,Test Name,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Test,Order Code,Order Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Test,Test Code,Test Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Test,Source System ID,Source System ID,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Result Attributes,Test Outcome,Test Outcome,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Result - Organism,Organisms,Organism Level 3,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Geo - Patient Region ATOT,LIS Patient Health Authorities ATOT,LIS Patient LHA ATOT,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Geo - Patient Address ATOT,LIS Patient Addresses ATOT,LIS Patient Postal Code ATOT,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Patient Location at Order,Hospital Code,Hospital Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Patient Location at Order,Location Type,Location Type,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Patient Location at Order,Patient Location Code,Patient Location Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Patient Location at Order,Patient Location Name,Patient Location Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Hospital Code,Hospital Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Lab Code,Lab Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Lab Name,Lab Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Lab Location Code,Lab Location Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Lab Location Name,Lab Location Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Result,Lab Location Description,Lab Location Description,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Hospital Code,Hospital Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Lab Code,Lab Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Lab Name,Lab Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Lab Location Code,Lab Location Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Lab Location Name,Lab Location Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Lab Location - Order Entry,Lab Location Description,Lab Location Description,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Flag - Prenatal Test,Prenatal Flag,Prenatal Flag,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Flag - Proficiency Test,Yes No,Yes No,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Flag - Test Performed,Test Performed,Test Performed,NA,NA
STIBBI,StibbiDM,rows,default,LIS Tests,LIS - Result Attributes,Result Full Description,Result Full Description,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Tests,LIS - IDs,Test ID,Episode ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Tests,LIS - IDs,Test ID,Accession Number,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Tests,LIS - IDs,Test ID,Container ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Tests,LIS - Patient,Patient Key,Birth Year,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Tests,LIS - Patient,Patient Key,Gender,NA,NA
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Infection Group,Infection Group,Infection Group,NA,infection_group
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Geo - Patient Region ATOT,LIS Patient HA ATOT,LIS Patient HA ATOT,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Geo - Ordering Provider Region ATOT,LIS Ordering Provider HA ATOT,LIS Ordering Provider HA ATOT,NA,ordering_provider_ha
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Test,Test Type,Test Type,NA,test_type
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Rule Engine - Episode Status,Episode Status,Episode Status,NA,episode_status
STIBBI,StibbiDM,filter_d,none,LIS Tests,LIS - Episode Testing Pattern,Episode Testing Pattern,Episode Testing Pattern,NA,episode_testing_pattern
STIBBI,StibbiDM,filter_r,none,LIS Tests,LIS - Date - Collection,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,LIS Test Providers,Measures,LIS Test Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Patient,Patient Key,Patient Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - IDs,Test ID,Test ID,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Date - Collection,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Date - Receive,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Date - Episode Start,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Infection Group,Infection Group,Infection Group,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Provider Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Geo - Ordering Provider Region ATOT,LIS Ordering Provider Health Authorities ATOT,LIS Ordering Provider LHA ATOT,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Geo - Ordering Provider Address ATOT,LIS Ordering Provider Addresses ATOT,LIS Ordering Provider Postal Code ATOT,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Provider Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Provider Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Provider Key,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - IDs,Test ID,Episode ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,Patient - Patient Master,Patient Master Key,Birth Year,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - IDs,Test ID,Accession Number,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - IDs,Test ID,Container ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Provider Code,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Provider Type,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Provider Group,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Provider Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Ordering,Provider Key,Full Address,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Provider Code,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Provider Type,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Provider Group,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Provider Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 1,Provider Key,Full Address,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Provider Code,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Provider Type,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Provider Group,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Provider Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 2,Provider Key,Full Address,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Provider Code,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Provider Type,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Provider Group,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Provider Name,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Test Providers,LIS - Provider - Copy To 3,Provider Key,Full Address,NA,NA
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Infection Group,Infection Group,Infection Group,NA,infection_group
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Geo - Patient Region ATOT,LIS Patient HA ATOT,LIS Patient HA ATOT,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Geo - Ordering Provider Region ATOT,LIS Ordering Provider HA ATOT,LIS Ordering Provider HA ATOT,NA,ordering_provider_ha
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Test,Test Type,Test Type,NA,test_type
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Rule Engine - Episode Status,Episode Status,Episode Status,NA,episode_status
STIBBI,StibbiDM,filter_d,none,LIS Test Providers,LIS - Episode Testing Pattern,Episode Testing Pattern,Episode Testing Pattern,NA,episode_testing_pattern
STIBBI,StibbiDM,filter_r,none,LIS Test Providers,LIS - Date - Collection,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,LIS Episodes,Measures,LIS Episode Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,Patient - Patient Master,Birth Year,Birth Year,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - IDs,Test ID,Test ID,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Infection Group,Infection Group,Infection Group,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Date - Episode Start,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Date - Episode End,Date,Date,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Gender at Episode Start,Gender,Gender,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Gender at Episode Start,Gender Code,Gender Code,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Age at Episode Start,Age Years,Age Years,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Age at Episode Start,Age Group 09,Age Group 09,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Age at Episode Start,Age Group 10,Age Group 10,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Age at Episode Start,Age Group 24,Age Group 24,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Patient Region,LIS Patient Health Authorities,LIS Patient LHA,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Patient Region Proxy,LIS Patient Health Authorities Proxy,LIS Patient LHA Proxy,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Patient Address,LIS Patient Addresses,LIS Patient Postal Code,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Ordering Provider Region,LIS Ordering Provider Health Authorities,LIS Ordering Provider LHA,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Ordering Provider Region Proxy,LIS Ordering Provider Health Authorities Proxy,LIS Ordering Provider LHA Proxy,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Geo - Ordering Provider Address,LIS Ordering Provider Addresses,LIS Ordering Provider Postal Code,ALLMEMBERS,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Episode Testing Pattern,Episode Testing Pattern,Episode Testing Pattern,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Flag - Prenatal Episode,Prenatal Flag,Prenatal Flag,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Flag - Reinfection,Yes No,Yes No,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Flag - Repeat Tester,Yes No,Yes No,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since First Episode,Interval in Days,Interval in Days,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since First Episode,Interval Group 1,Interval Group 1,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since Prior Episode,Interval in Days,Interval in Days,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since Prior Episode,Interval Group 1,Interval Group 1,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since Prior Pos or Neg Episode,Interval in Days,Interval in Days,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Interval - Days Since Prior Pos or Neg Episode,Interval Group 1,Interval Group 1,NA,NA
STIBBI,StibbiDM,rows,default,LIS Episodes,LIS - Rule Engine - Episode Status,Rule Engine - Episode Status,Rule Detail Description,ALLMEMBERS,NA
STIBBI,StibbiDM,dim_prop,default,LIS Episodes,LIS - IDs,Test ID,Episode ID,NA,NA
STIBBI,StibbiDM,dim_prop,default,LIS Episodes,LIS - IDs,Test ID,Episode Seq,NA,NA
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Infection Group,Infection Group,Infection Group,NA,infection_group
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Geo - Patient Region,LIS Patient HA,LIS Patient HA,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Geo - Ordering Provider Region,LIS Ordering Provider HA,LIS Ordering Provider HA,NA,ordering_provider_ha
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Test,Test Type,Test Type,NA,test_type
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Rule Engine - Episode Status,Episode Status,Episode Status,NA,episode_status
STIBBI,StibbiDM,filter_d,none,LIS Episodes,LIS - Episode Testing Pattern,Episode Testing Pattern,Episode Testing Pattern,NA,episode_testing_pattern
STIBBI,StibbiDM,filter_r,none,LIS Episodes,LIS - Date - Episode Start,Date,Date,NA,query_date
STIBBI,StibbiDM,columns,default,LIS POC,Measures,POC Test Count,NA,NA,NA
STIBBI,StibbiDM,columns,default,LIS POC,Measures,Non Reactive POC Test Count,NA,NA,NA
STIBBI,StibbiDM,columns,default,LIS POC,Measures,Indeterminate POC Test Count,NA,NA,NA
STIBBI,StibbiDM,columns,default,LIS POC,Measures,Reactive POC Test Count,NA,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - Infection Group,Infection Group,Infection Group,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - POC - Test Location,Health Authority,Health Authority,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - POC - Test Location,HSDA,HSDA,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - POC - Test Location,City,City,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - POC - Test Location,Site Name,Site Name,NA,NA
STIBBI,StibbiDM,rows,default,LIS POC,LIS - Date - POC Reporting,Date,Date,NA,NA
STIBBI,StibbiDM,filter_d,none,LIS POC,LIS - POC - Test Location,Health Authority,Health Authority,NA,surveillance_region_ha
STIBBI,StibbiDM,filter_r,none,LIS POC,LIS - Date - POC Reporting,Date,Date,NA,query_date
Enteric,EntericDM,columns,default,Case Investigation,Measures,Case Count,NA,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - IDs,Case Combined ID,Case Combined ID,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Patient - Patient Master,Patient Master Key,Patient Master Key,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - Date - Earliest,Date,Date,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - Date Earliest Based On,Earliest Date Based On,Earliest Date Based On,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Patient - Patient Master,Gender,Gender,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - Match Status,Case Match Description,Case Match Description,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - Disease,Case Disease,Case Disease,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Case - Surveillance Condition,Surveillance Condition,Surveillance Condition,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Date - Surveillance Reported,Date,Date,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Date - Onset Symptom,Date,Date,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Investigation Classification,Classification,Classification,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Investigation Status,Investigation Status,Investigation Status,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Investigation Outcome,Last Outcome,Last Outcome,NA,NA
Enteric,EntericDM,rows,default,Case Investigation,Pan - Surveillance Region,Pan Surveillance Region HA,Pan Surveillance Region HA,NA,NA
